id,name,transit,host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,street,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,last_review,review_scores_rating,cancellation_policy,reviews_per_month
13294558,"4-BEACON HILL, MGH, Fin Dist, BEST!",One block away from Charles St/MGH Red line,21184200,Paige,9/10/2014,99%,81%,f,South Boston,"West Cedar Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,6,1,2,3,$250.00 ,4,8/21/2016,92,strict,3.95
13376457,Beacon Hill Studio across from Public Gardens,"Very walk-able neighborhood, located on the ""flat"" portion of Beacon Hill.  Also 5 minutes walk to Green Line MBTA subway stop and 8 minutes to Red Line MBTA subway stop.  Can easily walk to Back Bay, Fenway, Down Town, Charles St, MGH Hospital, and much more.",60362084,Bradford,2/25/2016,100%,100%,f,Beacon Hill,"Beacon Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,0,1,$175.00 ,1,9/6/2016,91,strict,3.14
12210223,Sunny Beacon Hill Apt w Rooftop,"- Accessing most of Boston is doable just by walking! - For faster access, there is a subway (T) stop for every line within a close walking distance (please let me know if you'd like further assistance with this). - Uber/Lyft/cab (less than 15 minutes to ",45615983,Rosanna,10/2/2015,100%,96%,f,Beacon Hill,"Garden Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,3,$225.00 ,4,8/22/2016,88,moderate,1.94
12738816,Charming beacon hill apartment,,7981083,Dennis,8/6/2013,100%,75%,f,,"Primus Avenue, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,1,$196.00 ,1,8/7/2016,100,moderate,0.95
6776075,Boston's Best Location and View,"Everything is pretty much walking distance, getting a cab from the front door is very easy, and the green line subway station is a 1 minute walk.  The red and orange lines are approximately 3-4 minutes walking distance.",35473489,Cindy,6/10/2015,N/A,N/A,f,,"Tremont Street, Boston, MA 02111, United States",Beacon Hill,2111,Apartment,Entire home/apt,2,1,1,1,$249.00 ,2,8/23/2015,100,flexible,0.08
5709298,Central Boston Beacon Hill 2brm,MGH stop on the Red Line MBTA is nearby as is Bowdoin on the Blue Line MBTA and North Station (Green/Orange/Commuter Rail) is a short walk as well. ,2006852,Jay,3/25/2012,100%,89%,t,North End,"Anderson Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,2,2,$220.00 ,1,9/5/2016,98,strict,8.85
6445917,Airy Studio Top of Beacon Hill,"Close to the red line and blue line. Uber, Lyft and walking are all easy options.",33653954,Lia,5/18/2015,100%,88%,t,Beacon Hill,"Myrtle Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$178.00 ,2,7/31/2016,98,strict,1.76
2776143,"On Beacon Hill: Shaker, Not Stirred","The best location for subway access in Boston.  Blue line at Bowdoin (now open full hours of operation-BEST transportation from Logan Airport!), Red line at Charles/MGH), or Red, Green and Orange at Park street.  North station is a 5 min walk away for Commuter Rail and Downeaster (Amtrak to the ""downeast"" i.e. coastal Maine).  South station is the third stop from Charles MGH on the red line.  Or an enjoyable 20-25 min walk through downtown.",324630,Sean,12/21/2010,100%,100%,f,Mission Hill,"Irving Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,0,2,$99.00 ,1,8/22/2016,80,flexible,8.33
23619,Newly upgrade Beacon Hill Studio,Hop on a train at Park T/Green or Red line station and go to  - South Station in 5 mins;  - MIT in 10 mins;  - Harvard University in 15 mins. Taxis/Uber/Lyft/Hailo are easy to catch in our neighborhood.,93112,Henry And Lisa,3/14/2010,100%,86%,f,Beacon Hill,"Beacon St, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,,1,$175.00 ,2,8/24/2016,92,strict,1.67
7920759,"Beacon Hill- 2br, 2 bath Personal Home","MBTA ""T"" Red line. MGH Stop or Park Street are both walking distance. 10 minute cab ride from logan about $25 including tip.  Can provide recommendations for parking.",41766550,Mike,8/17/2015,100%,83%,f,Beacon Hill,"Pinckney Street, Boston, MA 02114, United States",Beacon Hill,2114,Condominium,Entire home/apt,4,2,2,2,$300.00 ,4,7/30/2016,100,strict,1.73
10164810,Prudential/South End 1BR Apt.,"The area abounds with restaurants, markets, shopping, museums and art galleries. The historic sights are easily accessible either by walking or taking our subway (The ""T) which is only two streets from the apartment.",51673899,Harriette Ferne,12/18/2015,77%,33%,f,Back Bay,"Columbus Avenue, Boston, MA 02118, United States",Beacon Hill,2118,Apartment,Entire home/apt,4,1,1,1,$179.00 ,1,6/26/2016,90,strict,0.93
14572100,Cozy Cave Beacon Hill Studio,Short walk to all the subway lines and walking distance to everything!,35742537,Tanya,6/14/2015,100%,100%,f,Beacon Hill,"Myrtle Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,0,1,$200.00 ,2,,,strict,
11016623,1 Bed: Best Location In The City!,"You are a very short walk to all subway lines (3 minutes to Park Street Station).  There are 2 grocery stores (Whole Foods and Roche Brothers) that are about a five minute walk away.  There are 3 restaurants as well as a convenience store in the building.  Hourly and daily rate parking at lot next to building.  There are also multiple garage parking lots with hourly and daily rate parking very close.  Hop on the red line at Park Street Station for a 5 minute ride to MIT and 10 minute ride to Harvard.  Charles Street is a 7 minute walk where you can stroll along Beacon Hill's main street filled with antique stores, boutiques, cafes and restaurants.  The North End, a 10 minute walk, is Boston's ""Little Italy"" neighborhood with delicious restaurants and bakeries.  Newbury Street is a 12 minute walk to the long street of high end stores, boutiques, & cafes with indoor & outdoor seating. The Government Center Garage provides an extended stay parking option (min 3 days) at $15 a day, a prett",28123912,Ned,2/21/2015,100%,100%,t,Beacon Hill,"Beacon Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,1,1,$160.00 ,1,6/15/2016,100,strict,1.1
8428052,"Beacon Hill, 1 private bedroom",#NAME?,33294128,Philip,5/13/2015,100%,91%,f,Beacon Hill,"Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,2,1,1,1,$195.00 ,1,8/15/2016,100,flexible,1.73
14374965,Right in the heart of historic Beacon Hill,,54815922,Nancy,1/16/2016,94%,87%,f,Beacon Hill,"Garden Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,2,$200.00 ,1,9/3/2016,95,flexible,4
7527149,Gorgeous Boston Townhouse Apartment,There are three T stops within a five minute walk.  There is a Hubway (city bike rental) directly across the street.  But you'll primarily be walking.  Everything is that close!,10502779,Peter,12/8/2013,100%,100%,t,Beacon Hill,"Beacon Street, Boston, MA 02108, United States",Beacon Hill,2108,Townhouse,Entire home/apt,7,2.5,4,5,$700.00 ,7,5/16/2016,96,strict,0.85
7329849,Steal in Beacon Hill!,"Public Transit: - 0.2 miles from the Charles/MGH Red Line stop (takes about 3-4 minutes walking) - 0.6 miles from the Park Street Red Line/Green Line stop (about 12-15 minutes walking) - 0.5 miles from the Bowdoin Blue Line stop (11 minute walk) - 0.8 miles from the Dartmouth Street, Downtown Crossing, or Chinatown Orange Line stops (about 15-16 minutes walking) Walking: - 25 minutes or less walking to: Boston Commons, Boston Public Garden, Downtown Boston, Chinatown, TD Garden, Financial District, Newbury Street shopping district, Charles River Park, shops/restaurants, Mass General Hospital, and more! Other: - Hubway bike station one block away - Several Zipcar locations within 10 minutes walking distance",21799545,Sam,9/26/2014,N/A,N/A,f,Beacon Hill,"Revere Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,1,1,1,1,$200.00 ,1,,,strict,
3069104,Cozy 1BD in Historic Beacon Hill,"You can walk anywhere Red, Green, Orange, and Blue lines  5min walk Public transit from the airport brings you 2 mins from our door. Street parking in Beacon Hill is a beast and not recommended. There are garages but they are expensive during the week. The weekend price to park in the garage is more manageable $13 per day (sat/sun)",11492081,Courtney And Martine,1/20/2014,60%,60%,f,Beacon Hill,"Temple Street, Boston, MA 02126, United States",Beacon Hill,2126,Apartment,Entire home/apt,3,1,1,1,$230.00 ,1,7/23/2016,93,strict,1.08
1529393,BEACON HILL SPACIOUS 2BD/2BA UNIT,,8158181,Tony,8/14/2013,N/A,N/A,f,Beacon Hill,"South Russell Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,2,1,1,1,$499.00 ,1,5/24/2015,74,flexible,0.24
7918592,Classic Beacon Hill Apartment,"My apartment is a five minute walk from the Charles/MGH red line train station, a ten minute walk from the Park Street green and red lines station, and a twelve minute walk from the Downtown Crossing orange and red line stops. The Bowdoin blue line station is a ten minute walk from my house.",10849730,Kara,12/27/2013,100%,100%,f,Beacon Hill,"Phillips Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,1,0,1,1,$110.00 ,1,8/19/2016,95,flexible,1.6
9248612,Charming Beacon Hill Condo + Patio,It is only a 5 minute walk to the Red line (MGH)  and the Green line (Park). Parking is unavailable for non-residents.,47990609,Carmela,11/2/2015,100%,94%,f,,"Goodwin Place, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,6,1,2,2,$350.00 ,1,9/4/2016,91,moderate,1.85
54944,[1414] Renovated Beacon Hill Studio,,25188,Seamless,7/10/2009,89%,45%,f,Back Bay,"Cedar Lane Way, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,1,1,$185.00 ,1,11/8/2015,84,super_strict_30,0.19
7837202,"Temple Street By Maverick, Fifteen",Located less than a five minute walk to Park Street Station and also convenient to Government center and downtown Boston.,22348222,Alicia,10/9/2014,100%,91%,f,Beacon Hill,"Temple Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$150.00 ,1,5/29/2016,100,strict,0.48
5445126,"Modern, sunny spot in heart of city","Easy to walk most places, and also close to stops on all major MBTA subway lines -- Red, Green, Orange and Blue lines. MBTA buses available as well. Many cabs available as well.",28243100,Jaclyn,2/23/2015,N/A,N/A,f,Beacon Hill,"River Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,1,1,$175.00 ,2,9/11/2015,100,moderate,0.3
2216767,Beautiful 1BD in Beacon Hill,The Charles/MGH T stop on the Red Line is a three minute walk from the apartment.  A cab ride to Beacon Hill from Logan Airport will cost about $25.  The Park Street T stop is an eight minute walk.,11308029,Liz,1/14/2014,100%,75%,t,Beacon Hill,"Grove Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,$179.00 ,1,8/21/2016,96,moderate,1.74
14586440,Statehouse & Boston Common - 1 Bedroom Downtown,,1118374,Matthew,9/6/2011,100%,96%,f,North End,"Beacon Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,3,1,1,2,$269.00 ,1,,,strict,
250345,[1344] 1 BR Penthouse w/ Roof Deck,,25188,Seamless,7/10/2009,89%,45%,f,Back Bay,"Cedar Ln Way, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,$285.00 ,1,7/25/2016,89,super_strict_30,0.39
5690424,Huge Beacon Hill House - Roof Deck!,"Step out onto this quiet pedestrian street and you have access to the entire city.  Walking distance to MBTA - Boston's transit system and Boston suburbs via Commuter Rail. Quick cab or MBTA from Logan Airport.  South Station via Red MBTA from via Amtrack or major bus lines. Easy access to Harvard, MIT, colleges and universities.  Inexpensive parking available at The Boston Common Garage.  Metered parking also available.",28090138,Gloria,2/21/2015,100%,100%,f,Beacon Hill,"River Street, Boston, MA 02108, United States",Beacon Hill,2108,House,Entire home/apt,7,2,4,4,$690.00 ,6,8/29/2016,88,strict,2.59
14700046,Fantastic luxury beacon hill living,,62256647,Jen,3/9/2016,100%,88%,f,,"Anderson Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,3,1,1,1,$135.00 ,1,,,moderate,
4461613,"Temple Street By Maverick, Thirteen",Located less than a five minute walk to Park Street Station and also convenient to Government center and downtown Boston.,22348222,Alicia,10/9/2014,100%,91%,f,Beacon Hill,"Temple Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,1,1,1,1,$150.00 ,1,9/1/2015,93,strict,0.19
6410674,Downtown Boston - Beacon Hill - New,"very convenient to get around by bus, bike, train.  Street parking,  takes 15-20 min to/from airport (silver/red line), 5 min walk from Charles MGH 2 minute walk to the Red Line train which will take you across the river into Cambridge, MA or in the other direction to Boston’s South Station or Seaport District. MIT is 10 minutes away via the Red Line and Harvard is just 5 minutes further. 3-5 minutes walking you will find yourself next to Boston’s beautiful Boston Common and in front of the Capital Building or on Boston’s historic Charles Street where you can stroll going in and out of the little boutiques and coffee shops. Keep walking down Charles and across the park and you will find yourself on Newbury street (Boston’s equivalent of 5th avenue in NYC). 8-9 minutes walking to the Green Line which can take you to Boston University, Boston College, or a number of other local attractions. Please feel free to contact me and ask questions about anything you wish. I am always open to help",1416883,Roger,11/17/2011,100%,89%,t,Beacon Hill,"Anderson Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,1,1,1,1,$175.00 ,1,9/5/2016,95,strict,3.77
6066455,Large 3.5 BR|2 BA Penthouse Duplex," Uber, Hubway Bikes, and the MBTA are the easiest forms of transportation.",9410008,Jason,10/13/2013,100%,99%,t,Back Bay,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,8,2,4,5,$600.00 ,5,8/10/2016,99,strict,3.7
13307513,Elegant Beacon Hill apartment,,2946638,S,7/15/2012,100%,100%,f,Beacon Hill,"Pinckney Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,1,$114.00 ,1,,,flexible,
8704161,"2nd floor, 2 story in Beacon Hill","5 minute walk to public transportation/subway, 10 minute walk to downtown Newbury Street, taxis always available on the street",45692962,Brynn,10/3/2015,100%,100%,t,Beacon Hill,"Temple Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,2,2,2,$500.00 ,1,8/11/2016,100,strict,2.16
10653150,"QUIET 2 Bedrooms-Beacon Hill Near T, No clean fee","Our condo is very walkable to many locations! ACCESS TO T STATIONS: Bowdoin T Station : Blue line - To LOGAN AIRPORT (domestic and international air travel), New England Aquarium, and Revere Beach MGH T Station : Red line - goes to Harvard Univ, MIT, and SOUTH STATION (for national train and bus travel) Park St. T: Red Line and Green Line which goes to almost everywhere in Boston - Back Bay/Copley/Prudential, Boston College, Boston University, Kenmore, Fenway, Longwood Medical Center, and Boston Suburbs ***Parking Info*** Here are the closest Parking Garages, please do a quick search for prices as they may change with the season: -Standard Parking: 100 Cambridge St. Boston -Charles St. Parking Garage: 144 Charles St. Boston",25308015,Anthony,12/28/2014,100%,100%,f,,"Revere Street, Boston, MA 02114, United States",Beacon Hill,2114,Condominium,Entire home/apt,4,1,2,2,$160.00 ,2,9/1/2016,85,strict,5.57
4787359,1BD in Beacon Hill w. Amazing roof,3 minute walking distance to Red line No parking 20 minutes away from the airport,362507,Can,1/25/2011,100%,100%,f,Beacon Hill,"Revere Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,1,$250.00 ,2,8/9/2016,90,strict,0.91
3050565,Room in Beautiful Beacon Hill #14,,7000428,Tiffany,6/19/2013,100%,0%,f,Beacon Hill,"Hancock Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,1,2,1,1,$90.00 ,1,10/29/2015,91,strict,0.83
13306811,Beacon Hill Urban Oasis,"Boston's great for getting around. Here are some options! 1.) BIKE: Hubway is Boston's three-season bike sharing network. You can download a handy app called Spotcycle (select ""Boston"" as your city) to see all the Hubway stations. It displays, updated every minute, how many bikes & available docks there are overlaid onto (SENSITIVE CONTENTS HIDDEN) Maps. Every stations has a kiosk to swipe your card and get riding - it's like having a bike all over the city!  1A.) You can also rent bikes - just web search it - there are many options.  2.) WALK: Boston is actually very compact and quite walkable. You might be surprised how close some things are. Go on (SENSITIVE CONTENTS HIDDEN) Maps and type in your destination and hit the pedestrian button to see walk time.  3.) THE ""T"" TRANSIT SYSTEM: The MBTA works quite well most of the time. (It gets very crowded during rush hour, by the way.) Maps and apps are widely available for this system. Download ""Boston Bus Map"" to see live updates of bus ",31455667,Quinn,4/18/2015,100%,100%,t,Beacon Hill,"Bowdoin Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$129.00 ,0,8/26/2016,96,moderate,11.68
7553969,Sunny studio in a great location.,,23531248,Andrea,11/9/2014,100%,58%,f,Beacon Hill,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$140.00 ,1,9/6/2016,96,strict,0.39
11701611,"Classic, Quiet Beacon Hill Apt.",We are a short walk (less than 5 minutes) to the Charles MGH stop on the Red Line and a pleasant (less than 10 minutes) walk to the Park Street and Arlington Street stations on the Green Line. Very close to the running paths along the Charles River and an easy walk across the Longfellow Bridge to Cambridge/MIT.,62197455,Chris,3/9/2016,100%,100%,f,Beacon Hill,"Lime Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,1,1,$210.00 ,1,8/23/2016,95,moderate,2.31
7244031,Beacon Hill 3rd Floor 1 BR,,22052842,Greg,10/2/2014,100%,25%,f,Beacon Hill,"Joy Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,1,$125.00 ,2,6/27/2016,97,strict,0.43
4032756,Airy Beacon Hill Flat w City Views,"5 minute walk: Red Line (transfer to Green, Orange and Silver), Whole Foods, Charles Street shopping/restaurants, Hubway bike-share station... 7 minute walk: Boston Common, Public Garden, Charles River Esplanade, Downtown... 10 minute walk: Back Bay, Blue and Green lines 12 minute walk: Orange Line 15 minute walk: North End, Theater District, Back Bay, Chinatown... 1 transit stop to MIT, 3 stops to Harvard.",20907980,Jay,9/3/2014,100%,87%,f,Beacon Hill,"Revere Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,2,$188.00 ,2,8/21/2016,96,strict,0.77
9078998,Studio on Charles St. in Beacon Hil,Walking distance to the T (both red and green lines) Walking distance to Hubway (bikes) 4 blocks from the Boston Common 10 minute walk to Back Bay,9240628,Patrick,10/5/2013,67%,100%,f,Beacon Hill,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,$150.00 ,1,5/30/2016,97,moderate,1.09
6326257,Renovated 2BR | 1.5BA on Charles St,,9410008,Jason,10/13/2013,100%,99%,t,Back Bay,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,5,1.5,2,2,$375.00 ,4,8/16/2016,98,strict,4.08
3377100,Beacon Hill Townhouse near MGH,"For locals and many suburban residents, the best way to get to Beacon Hill may be by subway. You may reach Beacon Hill on the Red, Orange, Green, or Blue Lines, detraining from the stations as indicated below, and then walking to the Hill: Red Line: Park Street or Charles Street/MGH Stations Orange Line: At Downtown Crossing change to Red Line for Park Street Station Green Line: Park Street, Government Center, or Boylston Street Stations Blue Line: Government Center/Bowdoin Street Station (weekdays 5:15am - 6:30pm) By Bus. There are no bus stops on Beacon Hill. There is also local bicycle rental next to the Charles Street subway station.",7629859,Bernardo,7/21/2013,100%,100%,t,Beacon Hill,"Revere Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,$245.00 ,2,7/19/2016,98,strict,2.24
11306586,Awesome Location Beacon Hill Studio,"You are walking distance , and just minutes away from:  * Emerson College * World Renowned MGH Mass General Hospital  * Hynes Convention Center  * Easy access to the T (red & green lines, and busses)  * Whole Foods Supermarket  * The State House  * Prudential Center/Copley Malls  * Copley Square  * Kenmore Square  * South End  * Symphony Hall  * Fenway Park  * Museum of Fine Arts  * Newbury Street. – Our Rodeo Drive East   * The Charles River and Esplanade * Bus connection to Harvard Square * Parking is available at the Boston Commons Garage * Park Street Station T (red & green line) just steps away",5618949,Alan,3/25/2013,100%,94%,f,Fenway/Kenmore,"Myrtle Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,2,$150.00 ,2,8/23/2016,90,strict,4.48
7342359,"Bright, Open 1BR Apt in Beacon Hill",,32228249,Sarah,4/29/2015,N/A,N/A,f,Beacon Hill,"Anderson Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,1,1,$250.00 ,2,,,flexible,
7996844,Beacon Hill on Charles (#2),,690922,Arthur,6/11/2011,100%,100%,f,Beacon Hill,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Private room,2,1,1,1,$130.00 ,1,8/12/2016,90,strict,2.66
14124430,Brand New Beacon Hill Penthouse!,Near Red line (Charles/MGH) T stop,21184200,Paige,9/10/2014,99%,81%,f,South Boston,"Garden Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,7,1,2,3,$250.00 ,3,8/12/2016,100,strict,2.31
8471852,Awesome North End Studio,,6065334,Dave,4/23/2013,100%,100%,f,Beacon Hill,"North Margin Street, Boston, MA 02113, United States",Beacon Hill,2113,Apartment,Entire home/apt,1,1,1,1,$120.00 ,0,9/2/2016,99,moderate,2.41
12143408,Prime Beacon Hill 1BR Condo,,19035416,Scott,7/28/2014,60%,96%,f,Beacon Hill,"Chestnut Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,1,1,$220.00 ,1,7/27/2016,100,flexible,1.4
8782592,Spacious 2 Bd Escape in Beacon Hill,Take a walk down to the MGH T station on the Red Line or meander through the Boston Common to Park St or Arlington stops.,14587487,Cara,4/22/2014,70%,77%,t,Beacon Hill,"West Cedar Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,4,2,2,2,$300.00 ,1,8/6/2016,94,strict,1.2
10470115,Historic Beacon Hill 1BRw/Roof Deck,"The subway is only a shirt walk away, right near the Arlington stop on the green line, and the Charles/MGH stop on the red line.",51673899,Harriette Ferne,12/18/2015,77%,33%,f,Back Bay,"Cedar Lane Way, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,3,1,1,1,$199.00 ,1,5/24/2016,93,strict,0.43
7635616,"Temple Street By Maverick, Nine",Located less than a five minute walk to Park Street Station and also convenient to Government center and downtown Boston.,22348222,Alicia,10/9/2014,100%,91%,f,Beacon Hill,"Temple Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$155.00 ,1,8/21/2016,100,strict,0.49
1886037,Beautiful Penthouse in Beacon Hill,,1587128,Daniel,1/9/2012,N/A,N/A,f,Beacon Hill,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1.5,2,2,$230.00 ,1,7/24/2015,100,flexible,0.07
11343485,Beacon Hill Gem! Spacious One Bedroom,"The apartment is steps from the Blue Line, and minutes from the Orange, Red and Green lines as well as North Station.  The apartment is steps from the Blue Line (Bowdoin station), and minutes from the Orange, Red, and Green lines as well as North Station. You can get to most places in Boston by foot, including the nearby Freedom Trail.  No parking available, and we are not responsible for guest's car. We can provide tips on where to park. Nearby lots charge 12-50 dollars a day for parking. Some street parking is located on cross streets (if available). Beware of all parking signs and where resident permits are required. Parking violations come with steep fines!",4020046,Krysti,10/31/2012,95%,100%,f,Beacon Hill,"Hancock Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,3,1,1,2,$159.00 ,2,8/30/2016,86,flexible,9.55
8537786,Beacon Hill Room Available,The property is walking distance to downtown and public transportation.,44948848,Sean,9/23/2015,100%,92%,f,Beacon Hill,"Myrtle Street, Boston, MA 02114, United States",Beacon Hill,2114,Townhouse,Private room,1,2,1,1,$202.00 ,1,4/24/2016,64,flexible,1.21
9273978,Beacon Hill -Charles Street Studio,"This location is very central and it’s easy to get around all of Boston by foot or on public transit. The nearest subway stations are the MGH stop on the Red Line (20 minute walk and Northeastern University, Harvard University and MIT are all within a short tax ride from this location.",814298,Brent,7/13/2011,98%,66%,f,Back Bay,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,$229.00 ,1,6/30/2016,100,strict,0.82
14407094,Modern comfort on Beacon Hill,Less than 5 minutes from train station and bus routes.,47283683,Alex,10/23/2015,100%,94%,f,South End,"Myrtle St, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Shared room,4,1,1,2,$129.00 ,2,8/15/2016,100,moderate,1
14857569,"Hotel-Room w/twin bed, bathroom and free breakfast",,93035834,Erika,9/1/2016,N/A,N/A,f,Beacon Hill,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Bed & Breakfast,Private room,1,1,1,1,$79.00 ,1,,,flexible,
9273395,Spectacular Beacon Hill 1 bedroom,"This location is very central and it’s easy to get around all of Boston by foot or on public transit. The nearest subway stations are the MGH stop on the Red Line (20 minute walk and Northeastern University, Harvard University and MIT are all within a short tax ride from this location.",814298,Brent,7/13/2011,98%,66%,f,Back Bay,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,1,$210.00 ,1,8/15/2016,97,strict,0.81
10945774,Historic Beacon Hill Studio Apt.,"You are within walking distance to the Subway (The ""T"") both the Red line, and the Green line.",51673899,Harriette Ferne,12/18/2015,77%,33%,f,Back Bay,"Cedar Lane Way, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,0,1,$129.00 ,1,8/27/2016,100,strict,1
13993185,Adorable Beacon Hill One Bedroom,"Every block on Beacon Hill has two visitor street parking places, but they are often full. I would highly recommend relying on public transportation and bicycling. Park, MGH, Haymarket, and Bowdoin stops are all within walking distance which allows you easy access to Logan International and the rest of the Greater Boston Area. I'd also be happy to share an Uber or Lyft code for a free ride if you haven't used the service before.",83554697,Ashley,7/13/2016,100%,100%,f,Beacon Hill,"Phillips Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,1,$200.00 ,1,9/3/2016,96,moderate,6.12
9274587,Spectacular Beacon Hill 1 bedroom,"This location is very central and it’s easy to get around all of Boston by foot or on public transit. The nearest subway stations are the MGH stop on the Red Line (20 minute walk and Northeastern University, Harvard University and MIT are all within a short tax ride from this location.",1444340,Will,11/26/2011,98%,68%,f,Roxbury,"Charles Street, Boston, MA 02114, United States",Beacon Hill,2114,Apartment,Entire home/apt,4,1,1,1,$229.00 ,1,8/5/2016,89,strict,0.92
6554785,Apartment close to everything!,"You are a very short walk to all subway lines (3 minutes to Park Street Station).  There are 2 grocery stores (Whole Foods and Roche Brothers) that are about a five minute walk away.  There are 3 restaurants as well as a convenience store in the building.  Hourly and daily rate parking at lot next to building.  There are also multiple garage parking lots with hourly and daily rate parking very close.  Hop on the red line at Park Street Station for a 5 minute ride to MIT and 10 minute ride to Harvard.  Charles Street is a 7 minute walk where you can stroll along Beacon Hill's main street filled with antique stores, boutiques, cafes and restaurants.  The North End, a 10 minute walk, is Boston's ""Little Italy"" neighborhood with delicious restaurants and bakeries.  Newbury Street is a 12 minute walk to the long street of high end stores, boutiques, & cafes with indoor & outdoor seating. The Government Center Garage provides an extended stay parking option (min 3 days) at $15 a day, a prett",28123912,Ned,2/21/2015,100%,100%,t,Beacon Hill,"Beacon Street, Boston, MA 02108, United States",Beacon Hill,2108,Apartment,Entire home/apt,2,1,0,1,$160.00 ,0,8/28/2016,96,strict,5.69
